@relation dataCircleGSev1Sp1Train

@attribute x numeric
@attribute y numeric
@attribute class {0,1}

@data
0.449881,0.144523,0
0.577959,0.356777,1
0.593983,0.069126,0
0.682646,0.637565,1
0.92978,0.811847,0
0.628882,0.622553,1
0.333978,0.176366,0
0.427652,0.740485,1
0.883499,0.966404,0
0.415854,0.465153,1
0.386793,0.830818,0
0.53066,0.410594,1
0.093256,0.352637,0
0.693308,0.431999,1
0.671976,0.904544,0
0.600623,0.27414,1
0.772335,0.63528,0
0.292655,0.45257,1
0.907486,0.114174,0
0.602568,0.556217,1
0.974239,0.028003,0
0.590381,0.333224,1
0.837104,0.207368,0
0.33577,0.286808,1
0.933411,0.834682,0
0.50211,0.563265,1
0.845473,0.859604,0
0.423198,0.291287,1
0.100182,0.753906,0
0.457773,0.599143,1
0.768234,0.716421,0
0.734753,0.386121,1
0.56012,0.9441,0
0.493943,0.692159,1
0.182251,0.089057,0
0.673074,0.551515,1
0.625804,0.885572,0
0.687458,0.498617,1
0.755594,0.271717,0
0.651618,0.551503,1
0.188644,0.533399,0
0.703479,0.364421,1
0.691146,0.087451,0
0.496579,0.598282,1
0.546308,0.803954,0
0.23728,0.366762,1
0.279932,0.819814,0
0.569773,0.774643,1
0.722147,0.119775,0
0.233544,0.570536,1
0.325105,0.034428,0
0.581542,0.583088,1
0.942729,0.440597,0
0.269928,0.675887,1
0.382582,0.054597,0
0.565106,0.337744,1
0.170396,0.84117,0
0.522037,0.680105,1
0.736058,0.924159,0
0.401982,0.712175,1
0.884726,0.592871,0
0.430549,0.241409,1
0.937328,0.679922,0
0.474381,0.716255,1
0.164345,0.143887,0
0.388786,0.327316,1
0.345513,0.035032,0
0.668252,0.514915,1
0.411378,0.033586,0
0.483791,0.478404,1
0.981356,0.64267,0
0.412953,0.299629,1
0.767612,0.254882,0
0.682215,0.592161,1
0.094178,0.846782,0
0.552092,0.603723,1
0.947373,0.504162,0
0.467118,0.458841,1
0.559293,0.037691,0
0.479862,0.448302,1
0.356941,0.098986,0
0.592929,0.564095,1
0.895025,0.687428,0
0.559139,0.249891,1
0.74785,0.110102,0
0.49338,0.23861,1
0.13992,0.640544,0
0.570451,0.771966,1
0.718505,0.909381,0
0.77846,0.580896,1
0.545425,0.963335,0
0.660506,0.518609,1
0.764325,0.002914,0
0.788912,0.442401,1
0.043485,0.858246,0
0.525055,0.393593,1
0.859649,0.123274,0
0.537088,0.43008,1
0.926005,0.372793,0
0.5167,0.369895,1
0.052225,0.747724,0
0.794485,0.501712,1
0.454759,0.13273,0
0.675352,0.440488,1
0.958836,0.163906,0
0.659192,0.634475,1
0.359719,0.798188,0
0.284386,0.669114,1
0.66045,0.180179,0
0.357357,0.703319,1
0.04247,0.79716,0
0.72322,0.353685,1
0.963213,0.716844,0
0.497209,0.385984,1
0.725132,0.2975,0
0.254036,0.587183,1
0.337475,0.938406,0
0.382829,0.414317,1
0.369718,0.852805,0
0.25824,0.435358,1
0.777375,0.342157,0
0.57473,0.68845,1
0.389244,0.025437,0
0.507214,0.553952,1
0.792194,0.402161,0
0.273595,0.514931,1
0.354185,0.784051,0
0.525789,0.738504,1
0.611958,0.171049,0
0.512056,0.328952,1
0.165845,0.353335,0
0.500115,0.629041,1
0.1576,0.788555,0
0.346921,0.508847,1
0.324264,0.904819,0
0.371754,0.274322,1
0.874306,0.461682,0
0.491562,0.28922,1
0.074572,0.331404,0
0.654651,0.517739,1
0.386851,0.810397,0
0.40809,0.761322,1
0.245603,0.842005,0
0.544162,0.535142,1
0.898499,0.070147,0
0.529654,0.297475,1
0.443265,0.950685,0
0.694623,0.335827,1
0.746065,0.117992,0
0.482119,0.571081,1
0.592543,0.873867,0
0.652213,0.340131,1
0.295474,0.038005,0
0.543628,0.551778,1
0.875203,0.530495,0
0.549934,0.334512,1
0.902336,0.565017,0
0.348955,0.478674,1
0.112667,0.594542,0
0.48528,0.306889,1
0.142704,0.433036,0
0.556101,0.792561,1
0.621298,0.162366,0
0.731753,0.378177,1
0.021083,0.339463,0
0.413032,0.433031,1
0.580244,0.164146,0
0.681141,0.544701,1
0.900381,0.704511,0
0.632613,0.319162,1
0.931611,0.589725,0
0.506279,0.42287,1
0.965772,0.727517,0
0.430198,0.333507,1
0.746848,0.267568,0
0.471081,0.451028,1
0.173811,0.234573,0
0.47925,0.360095,1
0.238648,0.948895,0
0.249705,0.392309,1
0.882166,0.567304,0
0.490396,0.482724,1
0.968201,0.555667,0
0.252594,0.345338,1
0.153358,0.4912,0
0.557348,0.741044,1
0.403278,0.892108,0
0.594572,0.563847,1
0.954828,0.791498,0
0.626838,0.468209,1
0.985171,0.77039,0
0.767891,0.539756,1
0.135867,0.510324,0
0.433909,0.30988,1
0.908037,0.381096,0
0.416568,0.458089,1
0.504661,0.843885,0
0.726687,0.424172,1
0.428584,0.204805,0
0.6741,0.397361,1
0.420536,0.947543,0
0.409043,0.587053,1
0.006383,0.272936,0
0.344946,0.305609,1
0.274172,0.014615,0
0.584121,0.726644,1
0.164821,0.154129,0
0.470949,0.635497,1
0.003636,0.10592,0
0.316323,0.444372,1
0.259068,0.161241,0
0.207979,0.505977,1
0.919559,0.019911,0
0.589968,0.583967,1
0.610402,0.032612,0
0.263232,0.335691,1
0.937347,0.990316,0
0.347587,0.300502,1
0.228577,0.692523,0
0.620404,0.330351,1
0.881931,0.621922,0
0.586045,0.659591,1
0.922023,0.443154,0
0.255642,0.572929,1
0.193657,0.789375,0
0.721059,0.639507,1
0.312316,0.101135,0
0.661497,0.387075,1
0.9185,0.235074,0
0.735035,0.329394,1
0.951157,0.091119,0
0.459973,0.369126,1
0.700312,0.136507,0
0.36448,0.417537,1
0.866972,0.203629,0
0.43385,0.515521,1
0.255247,0.9317,0
0.250418,0.370058,1
0.606828,0.95276,0
0.225015,0.619416,1
0.688927,0.795984,0
0.257071,0.595132,1
0.034282,0.171279,0
0.530962,0.672507,1
0.361036,0.937476,0
0.293904,0.443911,1
0.364186,0.870741,0
0.524757,0.787115,1
0.057594,0.975383,0
0.361395,0.761063,1
0.305761,0.930735,0
0.722441,0.466763,1
0.789154,0.304751,0
0.770889,0.536074,1
0.987341,0.236184,0
0.523802,0.334538,1
0.487523,0.804054,0
0.64073,0.552731,1
0.90487,0.142493,0
0.572429,0.411668,1
0.159521,0.074911,0
0.483795,0.543399,1
0.186392,0.690478,0
0.714047,0.382143,1
0.130349,0.774032,0
0.288741,0.670534,1
0.009618,0.646238,0
0.389764,0.569656,1
0.674554,0.225407,0
0.452179,0.769768,1
0.163164,0.289562,0
0.606075,0.71035,1
0.168584,0.390215,0
0.402533,0.3671,1
0.738311,0.788305,0
0.387965,0.32501,1
0.744806,0.957242,0
0.423537,0.581529,1
0.99957,0.769617,0
0.520564,0.51229,1
0.77467,0.878355,0
0.506112,0.616859,1
0.902778,0.989213,0
0.622449,0.497576,1
0.006088,0.31267,0
0.629875,0.510484,1
0.174782,0.564371,0
0.425453,0.396583,1
0.770513,0.011073,0
0.773885,0.492205,1
0.138424,0.491696,0
0.340633,0.423546,1
0.900631,0.911404,0
0.331834,0.73839,1
0.203973,0.169915,0
0.65558,0.539572,1
0.986632,0.32722,0
0.554296,0.44488,1
0.137324,0.004504,0
0.623936,0.287179,1
0.028214,0.185681,0
0.641804,0.602873,1
0.133555,0.663147,0
0.503479,0.767263,1
0.990614,0.251185,0
0.596415,0.353531,1
0.189065,0.610636,0
0.379811,0.688986,1
0.258449,0.755575,0
0.765754,0.631208,1
0.850648,0.837951,0
0.469393,0.286852,1
0.882663,0.914119,0
0.562074,0.384737,1
0.099795,0.259476,0
0.364798,0.362908,1
0.322071,0.048708,0
0.584301,0.750363,1
0.068579,0.607041,0
0.527611,0.760435,1
0.725764,0.911043,0
0.742726,0.601083,1
0.014269,0.821657,0
0.549796,0.419369,1
0.87895,0.517858,0
0.58575,0.49732,1
0.235027,0.10555,0
0.789057,0.483073,1
0.782425,0.225369,0
0.663548,0.650438,1
0.511093,0.945994,0
0.396474,0.541618,1
0.29886,0.94597,0
0.751244,0.362872,1
0.322119,0.860131,0
0.329181,0.53952,1
0.319099,0.098761,0
0.689497,0.58366,1
0.955167,0.493627,0
0.428927,0.570233,1
0.839638,0.791457,0
0.627451,0.563835,1
0.029928,0.996424,0
0.742139,0.324639,1
0.820876,0.468432,0
0.764563,0.411324,1
0.995554,0.270805,0
0.455134,0.632016,1
0.170693,0.845162,0
0.584936,0.625196,1
0.438099,0.132325,0
0.286309,0.603442,1
0.089761,0.617168,0
0.647934,0.420891,1
0.048115,0.669019,0
0.582259,0.634759,1
0.90864,0.509639,0
0.50109,0.223023,1
0.910499,0.755323,0
0.623413,0.501494,1
0.692221,0.162083,0
0.466424,0.796312,1
0.703274,0.926303,0
0.424846,0.380781,1
0.978654,0.231289,0
0.368397,0.254707,1
0.422745,0.07828,0
0.593088,0.225465,1
0.936783,0.513256,0
0.378072,0.26263,1
0.49182,0.017274,0
0.398253,0.441506,1
0.987278,0.18259,0
0.674655,0.72809,1
0.688634,0.879693,0
0.465324,0.292827,1
0.916459,0.919889,0
0.540406,0.406504,1
0.868165,0.241944,0
0.409677,0.447798,1
0.248368,0.322914,0
0.324426,0.433974,1
0.994444,0.619112,0
0.446029,0.616788,1
0.928146,0.347576,0
0.621959,0.664655,1
0.752426,0.024419,0
0.448516,0.410168,1
0.158692,0.143355,0
0.42443,0.591337,1
0.004808,0.801127,0
0.522171,0.534255,1
0.030406,0.036767,0
0.410815,0.370672,1
0.819166,0.721779,0
0.761997,0.480748,1
0.211234,0.20948,0
0.618839,0.426364,1
0.825316,0.079809,0
0.407512,0.649795,1
0.613269,0.215991,0
0.317894,0.437861,1
0.891853,0.370146,0
0.409835,0.689203,1
0.385736,0.072254,0
0.419141,0.496261,1
0.755713,0.262777,0
0.495291,0.561336,1
0.93197,0.612578,0
0.559502,0.348556,1
0.396134,0.830321,0
0.40537,0.651026,1
0.995673,0.279169,0
0.429376,0.319611,1
0.017094,0.294988,0
0.719595,0.637928,1
0.104874,0.616363,0
0.329966,0.545222,1
0.23585,0.929626,0
0.336618,0.746135,1
0.160946,0.025612,0
0.479216,0.377024,1
0.749761,0.239993,0
0.54144,0.383936,1
0.358594,0.884608,0
0.564801,0.614711,1
0.736437,0.301421,0
0.789524,0.536707,1
0.734173,0.246906,0
0.259889,0.560686,1
0.420708,0.843753,0
0.775526,0.463646,1
0.156902,0.051279,0
0.70409,0.447561,1
0.593567,0.083966,0
0.334333,0.733719,1
0.137659,0.63157,0
0.678669,0.382816,1
0.969265,0.436173,0
0.65828,0.311586,1
0.129134,0.363455,0
0.555978,0.517966,1
0.752648,0.753442,0
0.63704,0.329719,1
0.6386,0.953472,0
0.798553,0.488192,1
0.829789,0.264263,0
0.48426,0.554734,1
0.298444,0.956154,0
0.706488,0.547975,1
0.96498,0.415708,0
0.687268,0.304899,1
0.083624,0.465097,0
0.731478,0.557638,1
0.046759,0.881793,0
0.381227,0.485194,1
0.747591,0.767219,0
0.586505,0.589186,1
0.81159,0.394828,0
0.722342,0.596295,1
0.891776,0.072573,0
0.644945,0.584245,1
0.343005,0.888202,0
0.270983,0.417931,1
0.609087,0.930444,0
0.783951,0.46252,1
0.611187,0.214761,0
0.49424,0.296275,1
0.820799,0.167471,0
0.606495,0.554425,1
0.042816,0.611284,0
0.26064,0.582247,1
0.370738,0.985698,0
0.575598,0.282565,1
0.788772,0.887989,0
0.460617,0.387505,1
0.092391,0.813842,0
0.341199,0.324668,1
0.14891,0.738276,0
0.318937,0.575858,1
0.40685,0.927928,0
0.613831,0.258796,1
0.981358,0.688368,0
0.44244,0.287315,1
0.825732,0.082781,0
0.383829,0.40827,1
0.98526,0.258496,0
0.524913,0.417333,1
0.871951,0.872846,0
0.503749,0.508475,1
0.897083,0.268146,0
0.642213,0.279204,1
0.62516,0.072308,0
0.371078,0.309386,1
0.094073,0.081983,0
0.732622,0.576241,1
0.146906,0.050757,0
0.243751,0.527709,1
0.307496,0.0867,0
0.301877,0.638987,1
0.755802,0.759758,0
0.350625,0.352774,1
0.462139,0.170235,0
0.650974,0.515806,1
0.243285,0.895933,0
0.330238,0.3074,1
0.176866,0.592061,0
0.661299,0.65123,1
0.692386,0.925167,0
0.37153,0.709015,1
0.546856,0.001519,0
0.520301,0.298274,1
0.832269,0.942755,0
0.737084,0.568704,1
0.016602,0.02603,0
0.490635,0.302666,1
0.84934,0.858908,0
0.601602,0.523438,1
0.040378,0.632743,0
0.508279,0.444051,1
0.273622,0.758212,0
0.360446,0.410644,1
0.042727,0.11734,0
0.275421,0.596485,1
0.211985,0.830197,0
0.276498,0.696252,1
0.855653,0.963884,0
0.272458,0.59687,1
0.998788,0.628235,0
0.644772,0.675508,1
0.90156,0.510555,0
0.741354,0.338589,1
0.106117,0.514867,0
0.417848,0.372714,1
0.006321,0.235136,0
0.761753,0.586085,1
0.890729,0.480633,0
0.600062,0.447696,1
0.369501,0.199847,0
0.70067,0.564878,1
0.8283,0.234094,0
0.454599,0.643679,1
0.17963,0.043347,0
0.519246,0.570374,1
0.797581,0.950139,0
0.787661,0.423058,1
0.994245,0.269895,0
0.385441,0.500817,1
0.385489,0.920506,0
0.761783,0.482743,1
0.11643,0.83314,0
0.551042,0.368077,1
0.104072,0.133705,0
0.305087,0.598104,1
0.563282,0.088857,0
0.452185,0.268935,1
0.978174,0.162757,0
0.470167,0.697462,1
0.73844,0.957008,0
0.460205,0.663028,1
0.182131,0.075372,0
0.663954,0.268691,1
0.143335,0.028531,0
0.513175,0.524626,1
0.315103,0.928955,0
0.510348,0.414266,1
0.957465,0.12201,0
0.576732,0.735955,1
0.994918,0.594902,0
0.510586,0.220192,1
0.608388,0.177084,0
0.355027,0.539871,1
0.228136,0.279856,0
0.521187,0.786086,1
0.234234,0.769245,0
0.618161,0.42767,1
0.51182,0.164358,0
0.416008,0.638398,1
0.253166,0.968906,0
0.441376,0.40301,1
0.661935,0.143698,0
0.466073,0.29366,1
0.06248,0.101663,0
0.591616,0.697847,1
0.75604,0.771414,0
0.358436,0.239793,1
0.669022,0.247968,0
0.561996,0.259172,1
0.726113,0.774974,0
0.446136,0.611268,1
0.099279,0.577598,0
0.615036,0.705343,1
0.440719,0.161256,0
0.517648,0.706514,1
0.287634,0.26732,0
0.37691,0.523795,1
0.04312,0.712089,0
0.493969,0.531795,1
0.14459,0.126137,0
0.286958,0.699791,1
0.977191,0.652976,0
0.539256,0.267617,1
0.074596,0.740316,0
0.498441,0.694698,1
0.566419,0.797505,0
0.602326,0.68849,1
0.412795,0.847685,0
0.229616,0.563119,1
0.569233,0.105513,0
0.409583,0.662954,1
0.113332,0.771067,0
0.397522,0.748737,1
0.050099,0.014095,0
0.733545,0.487028,1
0.141073,0.012921,0
0.294965,0.283488,1
0.069243,0.762005,0
0.231227,0.631018,1
0.041042,0.794171,0
0.578684,0.548299,1
0.750767,0.136639,0
0.498995,0.40979,1
0.915815,0.100825,0
0.542326,0.275147,1
0.993917,0.769351,0
0.486592,0.745587,1
0.787672,0.400665,0
0.785489,0.506063,1
0.205794,0.774134,0
0.527123,0.360117,1
0.154792,0.581289,0
0.632309,0.625407,1
0.312958,0.880651,0
0.263311,0.474216,1
0.257706,0.264987,0
0.57889,0.402475,1
0.908058,0.724971,0
0.55484,0.598201,1
0.989676,0.476496,0
0.477555,0.661619,1
0.994367,0.328997,0
0.474786,0.321275,1
0.123099,0.930626,0
0.400861,0.467773,1
0.767841,0.100823,0
0.515053,0.292263,1
0.438206,0.929385,0
0.299323,0.316614,1
0.622289,0.813765,0
0.768431,0.615004,1
0.959063,0.979316,0
0.414682,0.564759,1
0.961976,0.933099,0
0.55513,0.671693,1
0.911761,0.970465,0
0.564794,0.497062,1
0.188693,0.365679,0
0.777281,0.566488,1
0.930719,0.591091,0
0.480738,0.771844,1
0.962922,0.837972,0
0.756889,0.434217,1
0.820353,0.668721,0
0.315618,0.597744,1
0.5121,0.856806,0
0.404067,0.354852,1
0.542681,0.83185,0
0.740818,0.32627,1
0.020819,0.912798,0
0.438944,0.330622,1
0.937777,0.219761,0
0.50929,0.629702,1
0.656288,0.239971,0
0.311721,0.486779,1
0.146232,0.720154,0
0.580849,0.324674,1
0.313812,0.239472,0
0.68142,0.430826,1
0.812542,0.397984,0
0.653978,0.600611,1
0.792839,0.248484,0
0.359345,0.51029,1
0.743031,0.13019,0
0.261669,0.475568,1
0.109284,0.728167,0
0.380859,0.304337,1
0.242631,0.903469,0
0.558399,0.404409,1
0.843471,0.217831,0
0.251035,0.551003,1
0.169707,0.259614,0
0.549397,0.317605,1
0.304619,0.736549,0
0.309343,0.728427,1
0.120998,0.616577,0
0.68232,0.546952,1
0.754801,0.948075,0
0.377607,0.237747,1
0.844489,0.331213,0
0.614171,0.563769,1
0.283941,0.193325,0
0.330223,0.665119,1
0.766363,0.267753,0
0.273986,0.479868,1
0.805918,0.05867,0
0.238081,0.633134,1
0.798813,0.648459,0
0.591416,0.326792,1
0.164735,0.695952,0
0.714227,0.418771,1
0.145656,0.045314,0
0.556467,0.345543,1
0.90048,0.372091,0
0.64437,0.521489,1
0.028724,0.771302,0
0.361032,0.6663,1
0.832077,0.715795,0
0.416426,0.472377,1
0.983854,0.636917,0
0.597918,0.413811,1
0.209179,0.66582,0
0.458133,0.643112,1
0.059782,0.763858,0
0.299109,0.320305,1
0.942878,0.95157,0
0.225683,0.456015,1
0.379056,0.789016,0
0.753671,0.351548,1
0.122128,0.60799,0
0.487886,0.298313,1
0.912879,0.759778,0
0.550179,0.250681,1
0.665911,0.966241,0
0.564738,0.748449,1
0.977035,0.023331,0
0.279011,0.341389,1
0.54757,0.01408,0
0.589228,0.756522,1
0.122706,0.318416,0
0.573661,0.719884,1
0.808361,0.119787,0
0.351681,0.70714,1
0.8438,0.754447,0
0.49471,0.391486,1
0.855524,0.797021,0
0.516708,0.519011,1
0.034688,0.99473,0
0.455448,0.515886,1
0.503721,0.034518,0
0.284802,0.474909,1
0.025731,0.468472,0
0.561614,0.439007,1
0.989358,0.146879,0
0.557928,0.287508,1
0.729743,0.792158,0
0.683212,0.546252,1
0.085436,0.918893,0
0.699913,0.441483,1
0.349797,0.035132,0
0.48247,0.470573,1
0.198846,0.997089,0
0.24657,0.497316,1
0.047488,0.132957,0
0.565683,0.427116,1
0.9046,0.617647,0
0.671406,0.727716,1
0.212343,0.8434,0
0.606148,0.730602,1
0.036432,0.312223,0
0.519929,0.651057,1
0.852755,0.245424,0
0.446451,0.495246,1
0.332304,0.032226,0
0.571325,0.466558,1
0.735101,0.843678,0
0.616446,0.413574,1
0.016223,0.660132,0
0.698814,0.561491,1
0.959885,0.782902,0
0.342686,0.722982,1
0.58946,0.049903,0
0.634686,0.361064,1
0.671329,0.024372,0
0.574313,0.282969,1
0.110836,0.818433,0
0.444408,0.366654,1
0.251284,0.326558,0
0.481223,0.517812,1
0.201974,0.577557,0
0.51981,0.447397,1
0.993932,0.010497,0
0.451989,0.572299,1
0.715537,0.024784,0
0.527758,0.229292,1
0.507107,0.942819,0
0.272142,0.686539,1
0.277149,0.036111,0
0.750218,0.507226,1
0.911248,0.339162,0
0.373925,0.752675,1
0.042453,0.502865,0
0.593951,0.337526,1
0.342302,0.070416,0
0.486489,0.22346,1
0.145399,0.727224,0
0.47662,0.550715,1
0.111293,0.507591,0
0.244993,0.396466,1
0.329094,0.088764,0
0.717547,0.415814,1
0.590413,0.068493,0
0.299724,0.463533,1
0.994243,0.236477,0
0.477581,0.511005,1
0.754627,0.019894,0
0.412005,0.57251,1
0.797639,0.917368,0
0.325113,0.566667,1
0.962159,0.998946,0
0.370548,0.395501,1
0.146928,0.423746,0
0.478639,0.283412,1
0.099783,0.044837,0
0.549914,0.597108,1
0.649183,0.811407,0
0.391387,0.243748,1
0.588745,0.041764,0
0.757069,0.45302,1
0.75618,0.115623,0
0.36358,0.282336,1
0.857225,0.380729,0
0.749225,0.627903,1
0.264653,0.014991,0
0.772273,0.399319,1
0.224848,0.02507,0
0.415721,0.625575,1
0.069494,0.984503,0
0.52621,0.603471,1
0.88852,0.363826,0
0.695444,0.320369,1
0.739319,0.740847,0
0.452988,0.561213,1
