@relation weka.datagenerators.classifiers.classification.RandomRBF-S_4343_-n_2000_-a_2_-c_2_-C_5

@attribute a0 numeric
@attribute a1 numeric
@attribute class {c0,c1}

@data
0.881595,0.90732,c1
0.320503,1.519802,c1
0.305047,0.74087,c1
-0.937813,-0.248635,c1
0.231391,0.125579,c0
0.253186,0.658115,c1
0.944825,0.909618,c1
0.113233,0.232043,c0
0.67419,0.705799,c0
0.68058,0.415961,c1
0.351307,-0.03866,c1
-0.027556,0.139432,c0
0.023546,0.288447,c0
1.241574,0.655505,c1
0.947252,0.50738,c0
0.672563,1.748234,c1
0.596311,-0.175152,c1
1.201606,0.482563,c1
0.313816,-0.306102,c0
0.962453,0.530936,c0
0.117515,0.127021,c0
-0.039948,0.023827,c0
1.111672,0.425092,c0
-0.514895,0.835416,c1
0.022794,0.08252,c0
0.268147,0.752392,c1
0.335132,0.298923,c1
0.939333,0.515351,c0
-0.040447,0.161795,c0
0.312851,0.092747,c0
0.668103,0.198011,c1
1.114167,1.353215,c1
-0.176512,0.167707,c1
0.16491,0.420627,c1
-0.93276,1.011049,c1
0.388375,0.818569,c1
0.457353,0.18485,c0
1.048941,0.655043,c0
0.58574,0.614169,c1
-0.077233,0.082932,c0
0.272907,-0.003818,c1
0.968013,0.325971,c0
0.43698,1.079971,c1
0.085026,0.161954,c0
-0.22276,0.392942,c0
-0.038585,0.342424,c0
0.429521,0.605714,c1
0.40915,0.940489,c1
0.091078,0.935877,c1
0.04937,0.062178,c0
-0.331255,-0.436051,c1
0.401167,0.733769,c1
1.04663,0.568404,c0
0.949428,-0.288028,c1
-0.200466,1.914879,c1
0.378596,1.173829,c1
-0.319298,-0.112019,c1
0.51188,-0.054957,c1
0.158985,-0.403553,c1
-0.140705,0.489859,c1
0.00103,0.135284,c0
0.792394,0.401508,c0
1.166073,0.368336,c1
0.570151,0.929569,c1
0.402995,1.069846,c1
0.146669,0.110249,c0
0.252887,-0.052959,c1
0.016331,-0.084935,c0
0.210894,-0.669257,c1
0.882715,0.746749,c0
-0.035651,0.024219,c1
-0.410377,0.725904,c1
0.095152,0.01635,c0
-0.234403,0.107651,c0
1.211868,0.854787,c0
-0.290333,-0.330531,c1
0.859688,-0.188606,c1
-0.084012,0.586621,c0
0.542617,-0.350619,c1
-0.527457,0.566867,c1
-0.583744,1.625084,c1
1.735574,0.808379,c1
0.223627,0.138155,c0
-0.422809,-0.722053,c1
0.971752,0.488274,c0
0.204664,0.233395,c1
-0.606581,0.20118,c1
0.937174,0.514859,c0
0.803889,0.205666,c0
0.593644,0.792719,c1
0.700824,1.019145,c1
-0.07783,0.539319,c0
0.501599,-0.171952,c1
0.454604,0.659889,c1
1.16023,1.236335,c1
-0.009196,0.877524,c1
0.863817,0.654232,c0
-0.072004,1.189794,c1
0.674158,0.817972,c0
-0.045893,0.126306,c0
-0.066716,0.057488,c0
1.070962,0.747979,c0
-0.363426,-0.221603,c1
0.691856,0.294367,c0
1.454281,0.544954,c0
0.569312,0.785435,c1
-0.453629,0.821527,c1
-0.008124,0.11863,c0
0.245628,0.610553,c1
1.345693,0.813771,c0
0.35162,0.17696,c0
0.502285,0.500862,c0
-0.293426,0.138964,c1
0.498226,1.090359,c1
-0.080381,0.214095,c0
1.087821,0.3993,c0
0.316791,0.897688,c1
0.179043,0.013937,c1
-1.264692,1.447175,c1
0.973721,0.249747,c1
0.208594,-0.13989,c0
0.552317,-0.12137,c1
0.081285,0.21799,c0
1.050603,0.587076,c0
0.102247,0.132968,c0
0.817345,-0.001765,c1
0.037384,-0.017947,c0
0.876945,1.30769,c1
-0.607201,1.093516,c1
0.128367,0.064903,c0
-0.150221,-0.078814,c0
0.224485,0.029966,c1
0.267177,0.455232,c1
0.031104,0.206408,c0
-0.235746,0.636527,c1
0.535052,0.383036,c0
-0.192558,-0.096374,c0
0.361507,0.50625,c1
0.030366,-0.256434,c0
0.843379,0.487551,c0
0.891659,0.46403,c0
1.102744,0.582907,c0
1.198815,1.294079,c1
-0.280953,0.393762,c0
0.312379,0.231549,c1
-0.328042,1.359621,c1
0.804693,0.373555,c1
-0.112584,0.628561,c1
0.18681,0.850534,c1
0.365393,0.048912,c1
0.175107,0.093169,c1
-0.008831,-0.302156,c0
0.162103,0.440272,c0
-0.989408,-0.756915,c1
-0.256015,-0.277759,c1
-0.561063,0.337775,c0
1.077633,0.206793,c0
1.624696,0.559471,c1
0.770477,0.68557,c0
-0.046691,0.400261,c1
1.120949,0.803311,c0
-0.02486,0.386057,c0
0.186301,0.193536,c1
-0.425767,0.233556,c1
-0.485941,-0.693865,c1
0.62074,1.336679,c1
0.335946,-0.067695,c0
1.83688,0.718425,c1
0.341803,1.438694,c1
0.179676,0.10979,c1
0.257567,1.384777,c1
0.147795,0.468795,c1
0.988986,0.55154,c0
0.312748,-0.079004,c0
0.696875,0.164702,c0
-0.207128,-0.108453,c1
0.937527,0.512524,c0
0.681121,0.657634,c0
0.167938,0.557592,c1
1.60939,0.630232,c1
-0.568815,0.971418,c1
0.076293,0.305909,c1
0.903947,0.316946,c0
0.032436,0.251897,c0
0.223001,0.142065,c1
0.938107,0.891447,c0
0.406698,0.601604,c1
0.052792,0.06753,c1
0.804151,0.336957,c0
0.10237,0.509029,c1
0.902016,0.719992,c0
0.966882,0.496822,c0
0.012525,0.514801,c0
1.614056,0.363661,c1
0.964579,0.497721,c0
0.341898,0.879992,c1
0.514046,0.7133,c1
0.841688,0.667357,c0
0.292041,0.755727,c1
-0.448898,0.543519,c1
-0.19555,0.70045,c1
0.151053,0.149768,c1
-0.002135,1.842409,c1
0.96257,0.501629,c0
0.271308,0.428851,c1
0.226722,0.022845,c0
0.842058,0.698664,c0
-0.005073,0.846785,c1
0.6211,0.897314,c1
0.898847,0.73139,c1
-0.011991,0.00718,c0
-1.404321,-0.303324,c1
0.609354,0.701679,c0
0.518941,0.655393,c1
0.664534,0.491516,c1
0.97861,0.445152,c0
0.607129,0.435425,c0
1.006783,0.445181,c0
-0.247062,0.374836,c1
0.843582,0.60747,c0
0.945207,0.420023,c0
0.912373,0.503013,c0
0.558506,1.511276,c1
-0.167919,-0.81574,c1
-0.185408,0.276347,c0
-0.00503,0.252704,c1
-0.046413,0.162857,c0
0.134037,0.695711,c1
0.886417,0.571578,c0
-0.998546,0.482593,c1
-0.367935,0.878897,c1
-0.422482,-0.441559,c1
0.940003,0.495792,c0
1.679617,1.365946,c1
-0.180122,-0.140317,c0
1.154801,1.193763,c1
0.939708,0.496504,c0
0.38236,0.73075,c1
-0.029588,0.395611,c1
1.298056,0.318323,c1
0.606211,0.466178,c1
-0.026824,-0.091917,c0
0.872242,0.516439,c0
-0.146831,-0.63838,c1
0.744546,0.583766,c1
0.938449,0.731813,c0
0.393231,0.731402,c1
0.270494,0.321755,c1
0.965404,0.626287,c0
0.066516,0.208705,c1
0.988952,0.599464,c0
0.996013,0.485538,c0
0.175848,0.14272,c1
-0.456962,0.847643,c1
0.307867,0.114472,c1
0.447912,-1.340371,c1
0.698996,0.432015,c0
0.344725,0.494352,c1
0.973016,0.513256,c0
0.21421,0.722309,c1
-1.462882,0.46176,c1
0.826369,0.471254,c0
0.55135,0.967347,c1
-0.186929,-0.413196,c0
0.860863,1.167431,c1
0.867923,0.741883,c0
-0.536953,-0.193858,c0
0.874692,0.547235,c0
0.531745,1.557979,c1
0.244401,-1.541654,c1
-0.137136,0.624279,c0
0.973931,0.671078,c0
-0.086658,0.047959,c0
0.391754,0.410587,c1
1.259382,-0.455402,c1
0.179878,0.275311,c1
-0.305004,0.124275,c1
-0.380469,-0.448338,c1
1.275086,0.429849,c0
1.019446,0.496051,c1
0.923761,0.771069,c0
-0.085658,0.342967,c1
0.698014,1.460022,c1
1.018807,0.358635,c0
0.919214,1.349589,c1
-0.348996,-0.805645,c1
0.740103,0.466498,c0
1.136171,0.264621,c0
0.060723,0.264588,c0
0.879261,0.959075,c0
-0.003185,0.155315,c0
0.954605,0.422544,c0
-0.192833,0.305353,c0
0.560361,0.504868,c1
-0.08965,0.173044,c0
-0.019398,0.162413,c0
0.982383,0.479413,c0
-0.025433,0.224198,c0
-2.188139,1.386483,c1
0.002092,0.115816,c0
1.417263,0.829615,c1
-0.831913,-0.178164,c1
0.934209,0.524429,c0
-0.164553,-0.109265,c1
3.245965,1.23017,c1
0.327661,0.58625,c1
0.220758,0.388724,c1
-0.305607,-0.260595,c1
0.28978,0.298022,c1
0.389788,0.697258,c1
0.447854,-0.1129,c1
0.961129,0.505572,c0
0.265063,-0.108253,c1
0.882074,0.48519,c1
-0.018829,0.122289,c0
0.480451,-0.147785,c1
0.391307,0.124136,c0
-0.060488,0.030617,c0
0.341221,-0.623286,c1
0.615899,0.501369,c1
-0.127971,0.223658,c1
0.931875,0.630786,c0
0.910616,0.462424,c0
-0.002,-0.168607,c1
-0.932743,0.195451,c1
0.126417,0.089198,c1
0.133746,0.120021,c1
-0.548588,1.654863,c1
-0.093588,0.070019,c0
-0.055994,0.088499,c0
0.213221,0.173162,c1
1.161043,-0.25474,c1
-0.106321,0.919416,c1
1.051046,0.43311,c0
0.980551,0.651351,c0
-0.275286,-0.710307,c1
-0.190785,1.029814,c1
0.886085,0.197939,c1
1.077239,0.711645,c0
0.934657,0.371441,c0
0.444051,0.526205,c1
-0.190115,1.254935,c1
1.051959,0.437533,c1
0.057714,0.269651,c0
-0.149349,0.393508,c0
1.148934,0.460519,c0
0.174479,0.197648,c1
0.880301,0.456448,c0
-0.143533,-1.040864,c1
1.277474,0.1729,c0
-0.219002,0.072986,c0
0.191139,0.16655,c1
0.536411,0.667091,c1
0.006841,-0.679047,c1
0.252447,0.603872,c1
-0.003787,0.685988,c1
-0.434285,1.422843,c1
-0.397272,-0.604197,c1
0.983334,0.399526,c0
1.043463,-0.17039,c1
0.078506,0.183223,c0
0.377933,-0.493723,c1
0.054221,0.599366,c1
0.228491,0.108866,c1
0.933729,0.430126,c0
0.465329,0.393507,c1
1.192026,0.259713,c0
-0.202693,0.911883,c1
-0.259485,0.586687,c0
2.760622,0.440027,c1
0.962352,0.58479,c0
1.129696,0.370729,c0
0.188933,0.013197,c0
0.198326,0.053089,c1
-0.164008,1.088382,c1
1.022074,0.392364,c0
-0.377961,1.501115,c1
0.609224,-0.019751,c1
0.690083,1.340243,c1
-0.47308,0.172252,c1
-0.661314,0.554389,c1
0.906441,0.569188,c0
-0.223994,0.517242,c1
0.01061,0.141452,c0
-0.23303,0.043097,c1
-0.077722,-0.02502,c0
0.959798,0.512726,c0
-0.417571,0.601558,c1
-0.209555,0.020418,c0
0.746487,0.235544,c0
-0.395482,-0.607659,c1
0.567156,1.13352,c1
-0.104566,0.199105,c0
0.07107,0.124855,c0
0.354123,0.743254,c1
0.592592,0.740668,c1
0.258286,1.127341,c1
-0.017502,0.029447,c1
1.190794,0.417724,c0
-0.170092,0.453636,c0
-0.091281,-0.13621,c0
0.648226,0.311828,c0
0.220932,0.213875,c1
1.287449,0.388914,c0
0.469738,0.662853,c1
0.154611,0.212352,c0
0.990313,0.669131,c1
-1.305556,0.104764,c1
0.170648,0.196738,c1
1.132394,-0.626502,c1
0.246669,0.09249,c1
0.976251,0.722344,c1
-0.094196,-0.011367,c0
-0.082296,-1.19422,c1
0.761866,0.664227,c0
0.415959,0.013568,c1
0.606112,0.848029,c1
1.566205,0.842115,c1
0.048199,0.110951,c0
1.27806,0.174141,c1
0.312211,0.067756,c0
0.139979,0.011786,c1
-0.047678,0.345749,c0
0.96655,0.601336,c0
1.008217,0.360132,c0
-0.043222,0.076088,c0
0.20393,0.160873,c1
0.068801,0.267684,c1
0.857275,0.766004,c1
-0.0622,0.124116,c0
0.454458,0.217641,c0
0.242275,0.795803,c1
1.286813,0.092244,c1
0.589739,0.166296,c0
0.865875,0.562474,c0
0.809755,-0.982431,c1
0.900993,0.455307,c0
1.049021,0.642271,c0
0.906533,0.570351,c0
1.101288,1.818097,c1
0.937688,0.513353,c0
0.140016,0.040996,c0
-0.07797,0.16731,c0
0.423791,0.755439,c1
0.760396,0.484767,c0
-0.084718,0.722869,c1
0.913468,0.572769,c0
-0.013746,0.571634,c1
0.349581,-0.074878,c1
-0.223084,-0.027579,c1
0.31019,-0.176272,c1
1.07131,0.488432,c0
0.968627,0.458942,c0
-0.818375,1.355228,c1
0.204554,0.34577,c0
1.280058,0.1291,c1
0.656467,-0.588682,c1
1.169378,0.481119,c0
0.102452,0.156666,c0
0.089475,0.0424,c0
0.31929,-0.42774,c1
0.339397,0.703737,c1
-0.411138,-0.218455,c0
-0.248678,1.208317,c1
0.421353,-0.597716,c1
0.750454,1.007387,c1
1.038537,0.764343,c0
-0.47677,-0.671019,c1
0.906877,0.42631,c0
0.280905,-1.077084,c1
1.203468,0.819979,c0
0.649782,0.209284,c1
0.056357,0.074806,c0
1.419368,0.967313,c1
0.686402,1.999754,c1
0.559501,-0.020442,c1
0.711947,0.426043,c0
-0.05969,0.163193,c0
1.063293,0.547325,c0
0.292166,0.339477,c1
-0.850289,0.177694,c1
0.071161,0.880554,c1
-0.246964,0.345363,c0
2.098648,-0.463217,c1
1.075027,0.744743,c0
0.052597,0.518909,c1
0.346428,1.146549,c1
1.110437,0.413845,c0
0.003486,0.149392,c0
-0.038442,0.294592,c0
0.424783,0.621331,c1
0.006715,0.017304,c0
0.743906,0.471785,c0
-0.502223,0.124513,c1
1.071018,0.740759,c0
0.519426,1.157402,c1
1.416066,0.09744,c1
1.148257,0.358339,c0
-0.086286,0.16555,c0
0.526427,0.677635,c0
-0.76597,0.436387,c1
0.433857,0.716685,c1
0.995135,0.241568,c0
-0.488352,0.551467,c1
0.105502,0.023437,c0
0.576573,0.267403,c1
-0.075061,0.125852,c0
1.053466,0.383017,c0
0.010176,0.306757,c0
-0.319045,0.834038,c1
1.279626,0.663197,c0
1.225674,0.123933,c0
-0.397179,0.15716,c0
-0.341399,0.456832,c0
1.057976,1.11387,c1
0.142833,0.262609,c0
0.212495,-0.199347,c0
0.671193,0.495656,c0
0.862066,0.303737,c0
0.095027,0.323004,c1
0.211304,0.265429,c0
-0.020022,0.101103,c1
0.46261,0.456521,c1
0.586292,0.53191,c0
0.48946,0.805214,c1
-0.059387,0.201897,c0
-0.245696,0.828475,c1
0.964749,0.462243,c0
0.024268,-0.085359,c1
0.719709,0.729958,c1
0.259448,0.088314,c1
1.156688,0.875663,c1
0.952754,0.521959,c0
-0.26996,-0.995625,c1
0.300678,0.298229,c1
0.576751,0.827746,c1
1.075948,0.494847,c0
-0.056106,0.033337,c0
0.669108,0.77185,c0
-0.070927,0.352282,c0
0.941504,0.532881,c0
0.915831,0.623017,c0
0.470811,0.859354,c1
1.78139,1.141624,c1
-0.028955,0.14195,c0
0.170552,0.133063,c1
0.14919,0.222688,c0
-0.140682,0.305694,c0
-0.135316,0.471253,c1
-0.179196,0.459345,c1
0.335219,0.832235,c1
0.947062,0.528394,c0
0.735713,-0.280008,c1
0.250691,0.350553,c1
0.69195,-0.42326,c1
0.864839,-0.088158,c1
1.731478,3.478114,c1
-0.109216,0.174706,c0
0.749268,2.476798,c1
-0.996997,-0.093395,c1
-0.318319,1.121856,c1
-0.756654,0.581065,c1
0.041558,0.172621,c0
0.515531,-0.042128,c1
0.519165,0.609115,c1
-0.122178,0.224734,c1
0.93113,0.517125,c0
-0.164743,0.186377,c0
0.026955,0.001319,c1
0.938576,0.529863,c0
0.922026,0.70438,c0
0.805339,0.348356,c0
-0.773886,-0.005127,c1
0.135737,0.09617,c1
-0.078254,1.207195,c1
0.044926,0.015016,c0
-0.252198,0.650641,c1
0.159933,0.776862,c1
0.25791,0.827863,c1
0.353469,0.695032,c1
0.855063,0.545794,c0
0.565364,0.815668,c1
0.36691,-0.437233,c1
0.362851,1.088278,c1
1.025991,0.442739,c0
0.564133,0.815127,c1
0.11481,1.347025,c1
0.221041,0.173456,c0
0.073759,0.226255,c0
0.196387,0.336589,c1
0.297196,0.580431,c1
-0.011382,0.188725,c0
-0.03224,0.125998,c1
1.483656,-0.493818,c1
1.048473,0.414195,c0
0.955046,0.498421,c0
-1.094562,1.014165,c1
0.068188,0.286016,c1
0.524456,0.269182,c1
1.029678,0.27603,c0
0.964399,0.506872,c0
0.940999,0.522463,c0
0.743459,0.277617,c1
1.088525,0.743534,c0
1.12489,0.37248,c1
0.058404,0.054144,c0
0.33802,0.708322,c1
-1.074356,-0.220851,c1
0.061648,0.281465,c0
0.338035,0.905551,c1
0.072483,0.957128,c1
0.811696,0.745,c0
0.69005,0.870793,c1
0.559697,-0.193412,c1
0.010821,0.705311,c1
0.444424,0.589493,c0
0.134473,0.606553,c1
-0.501806,0.634499,c1
0.306321,0.663322,c1
-0.068631,0.190346,c0
0.138513,-0.114856,c0
0.894375,0.562997,c0
0.530043,-0.574613,c1
-0.07626,0.304073,c0
1.492257,-0.205373,c1
-0.029991,0.902445,c1
0.663707,1.242309,c1
0.208988,0.106811,c1
0.925332,0.529481,c0
0.123346,1.060639,c1
-0.919342,0.979605,c1
1.154007,-0.677144,c1
0.761666,0.246846,c0
0.697213,0.876532,c0
0.187078,0.939663,c1
-0.018065,0.060551,c0
0.093293,0.050023,c1
0.626067,0.644228,c1
0.290591,0.170873,c1
-0.597956,1.926878,c1
0.27471,0.367143,c1
0.049737,0.474981,c1
0.080536,-0.201629,c1
0.582844,0.262827,c1
0.962679,0.499513,c0
1.012118,0.675852,c0
0.787519,0.563891,c0
0.690344,0.811918,c0
-0.514333,0.97659,c1
-0.218505,0.272976,c0
-0.092799,0.19059,c0
0.854297,1.224197,c1
-0.37492,-0.094143,c0
0.986383,0.373411,c0
1.188312,-0.010199,c0
-1.308143,-1.095482,c1
-0.117296,-0.174705,c0
-0.378098,0.606606,c1
1.140082,-0.241098,c1
0.30378,-0.11757,c1
0.262451,0.743079,c1
0.501209,0.702492,c1
0.848673,0.42169,c0
-0.437737,0.820341,c1
0.005233,0.187561,c0
-0.070566,0.518625,c0
-0.025985,0.13166,c0
0.003013,0.1163,c0
1.101737,0.552265,c0
-0.267412,0.341864,c1
-0.459229,0.445923,c1
0.383666,0.08731,c1
0.042482,0.150289,c1
-0.108166,0.481572,c1
0.032913,0.541545,c1
0.082516,0.221464,c0
0.112717,0.294562,c1
-0.473423,0.93936,c1
-0.089813,-0.052628,c0
1.185215,0.277578,c0
-0.176285,0.849227,c1
0.138698,0.298008,c0
0.154593,1.412883,c1
0.458369,-0.063737,c1
-0.096199,0.276741,c1
0.354461,0.713826,c1
-0.382629,0.062486,c1
0.471067,0.331599,c1
0.292988,0.175871,c0
1.224357,0.45404,c0
1.345729,-0.220286,c1
0.956511,0.898207,c0
0.730098,0.558643,c0
0.919487,0.451741,c0
0.23363,-0.105885,c0
-0.222576,0.88114,c1
0.148636,-0.073651,c0
0.000703,0.198423,c0
-0.005256,0.347001,c1
-0.057483,1.529165,c1
0.815311,0.065325,c1
0.369581,0.82118,c1
-0.097775,-0.08221,c0
-0.242166,0.607977,c1
0.900906,-0.250516,c1
-0.609942,-1.59837,c1
1.051782,0.860255,c1
0.928915,0.628394,c0
0.009441,0.043967,c1
0.245625,0.120757,c1
0.32344,0.962133,c1
0.081542,0.103171,c1
0.921507,0.463559,c0
0.386498,0.74503,c1
-0.228292,-1.041733,c1
0.496103,0.4815,c1
0.510478,0.617848,c1
1.026519,0.647265,c0
0.786202,0.813925,c1
0.972934,0.547983,c0
0.199248,0.256844,c1
0.913608,1.205829,c1
0.503375,0.931904,c1
0.507401,0.992081,c1
0.411953,2.056102,c1
0.75135,1.042128,c1
-0.736351,1.409833,c1
0.241835,0.197614,c1
1.682671,0.352117,c1
-0.008848,0.063519,c0
1.024715,0.360449,c0
0.245255,0.199892,c1
-0.157515,0.163249,c1
0.102919,0.229548,c0
0.858462,0.491013,c0
0.703688,-0.244916,c1
0.159799,0.067197,c0
0.393338,-0.010359,c0
-0.109058,0.139763,c0
0.264599,0.599955,c1
0.623542,0.818469,c1
-0.000914,0.095258,c0
-0.151785,0.423337,c0
0.503615,0.441945,c1
0.456663,0.784582,c1
0.957999,0.532288,c0
0.825445,0.35688,c0
-0.124928,1.009183,c1
0.497858,0.044764,c1
0.601608,0.749037,c1
0.202586,0.571628,c1
0.926187,0.485742,c0
-0.065341,0.194316,c0
-0.26832,0.004602,c0
0.029839,0.194025,c0
0.171362,0.830619,c1
0.951299,0.496398,c0
0.945119,0.885224,c0
0.340968,0.742656,c1
-0.211407,0.180089,c1
0.19973,0.170693,c1
-0.1501,-0.036625,c1
0.270142,0.252838,c1
-1.448628,0.788805,c1
0.155769,0.256545,c1
1.160852,0.020599,c0
0.466135,-0.345843,c1
0.111889,0.123223,c0
-0.021318,0.170897,c0
0.686786,0.435438,c1
0.27226,0.565523,c0
0.147865,0.198914,c1
1.461543,-0.148487,c1
-0.004517,0.138009,c0
1.022046,0.168899,c1
0.656601,-0.332556,c1
0.262726,-0.042829,c0
0.72532,0.254782,c0
0.173773,0.190121,c1
-0.242197,0.501431,c1
0.37861,0.700939,c1
-0.125914,0.888541,c1
0.203139,0.972125,c1
0.193082,0.15971,c1
0.64317,0.685567,c0
-0.486007,0.768743,c1
0.031962,1.5212,c1
1.009743,0.443455,c0
0.202097,0.235559,c0
-0.005873,0.149174,c0
0.433934,0.761621,c1
0.829399,0.41434,c0
0.598293,0.228128,c1
-0.305662,0.57753,c1
0.119106,-0.387021,c1
0.826492,-0.458266,c1
0.197157,0.157154,c0
0.140965,-0.062729,c1
0.533093,0.417388,c1
0.204143,0.204313,c1
-0.775878,-0.492839,c1
-0.167223,0.60582,c1
0.111339,0.103507,c0
0.810007,0.782849,c0
1.235302,0.476611,c0
0.094052,0.202327,c0
1.242178,0.941762,c1
0.002307,0.143812,c0
0.15728,-0.076849,c0
-1.009818,0.42757,c1
0.141716,0.322952,c1
0.121766,0.179316,c0
0.392968,0.655089,c1
1.080864,0.417057,c0
0.141298,0.598687,c1
-0.443675,0.925503,c1
0.892769,0.617817,c0
0.335587,1.180956,c1
0.522419,-0.13648,c1
0.92569,0.503024,c0
-0.845213,0.132731,c1
-1.186124,-1.511228,c1
-0.270074,1.065783,c1
0.72119,0.642081,c0
0.102484,0.666534,c0
0.531015,0.315415,c1
0.040758,0.210352,c1
-0.097037,1.658579,c1
-0.038981,-0.743204,c1
-0.591703,0.880634,c1
-0.290872,0.740623,c1
0.451052,0.582235,c1
0.810529,0.501869,c0
-0.091376,0.245543,c0
0.224215,0.150413,c0
1.0111,0.631156,c0
-0.114028,0.19336,c0
0.832519,0.26858,c0
0.216489,-0.181344,c0
1.064744,0.116962,c0
0.354785,0.333373,c1
0.569409,-0.062161,c1
-0.344294,0.368459,c1
-0.649845,-0.241335,c1
1.017839,0.549092,c0
0.95253,0.607628,c0
-0.144903,-0.039863,c1
0.09388,-0.249935,c1
0.908908,0.522364,c0
0.098272,0.472593,c1
0.450889,0.562454,c1
-0.682597,0.895983,c1
0.993164,0.462254,c0
0.427362,0.754267,c1
1.011748,0.71583,c0
0.991816,0.674777,c0
0.270782,0.638644,c1
0.837075,-0.127432,c1
0.547256,1.211285,c1
0.872491,0.393778,c0
1.097268,0.37352,c0
-0.025581,1.079992,c1
0.168658,-0.111509,c0
-0.159009,0.214193,c0
-0.031359,-0.284915,c1
-0.044273,0.315366,c0
0.877168,0.457571,c0
-0.25097,0.041105,c1
0.146048,0.482684,c1
0.392278,0.806619,c1
-0.021471,-0.318542,c1
0.943045,0.523079,c0
0.189027,0.52159,c1
0.519998,0.681668,c1
0.575925,0.715287,c1
0.701618,1.098764,c1
0.586972,0.633858,c0
0.289817,0.13225,c1
0.830086,0.318627,c0
0.592906,0.674909,c0
0.890535,0.489916,c0
0.016152,0.131854,c0
0.296427,0.181649,c1
0.715208,1.114968,c0
0.542576,0.865379,c1
1.929603,0.170301,c1
0.954623,0.442304,c0
0.879475,0.238228,c1
0.482152,0.545689,c1
1.873263,1.386136,c1
0.751033,0.446144,c0
0.723594,1.174555,c1
0.826629,-0.135778,c1
-0.062523,0.205296,c1
0.313085,-0.219666,c0
0.300355,-0.044649,c1
-0.374727,2.112835,c1
-0.008789,2.237377,c1
0.01399,0.121239,c0
0.869376,0.493059,c0
0.301872,0.651701,c1
0.055234,-0.017348,c1
0.515408,-0.033592,c1
0.915838,0.535179,c0
0.016469,0.102044,c0
0.03779,0.568486,c1
0.779657,1.523683,c1
0.010637,0.150283,c0
0.879135,-0.529095,c1
0.15492,0.083323,c0
0.706147,0.010551,c1
-0.7422,0.551661,c0
0.640523,1.526438,c1
0.572607,0.364634,c1
0.86441,0.638023,c1
0.969046,0.533199,c0
-0.045413,0.090094,c0
1.008278,0.435409,c0
0.201836,0.360643,c1
-0.18496,-0.091937,c1
0.964513,0.375345,c1
1.076331,0.577776,c0
1.015734,0.634934,c0
-0.005619,0.130303,c0
0.913096,0.521006,c0
-0.052429,0.299805,c1
0.087486,0.267248,c1
0.199569,0.155583,c1
0.867754,0.443464,c0
1.010782,0.481642,c0
0.264192,0.491301,c0
0.102822,0.191658,c1
-0.625698,0.173472,c1
0.400755,0.653752,c1
0.977354,0.481531,c0
-0.231429,-0.044306,c1
1.921188,0.665716,c1
0.187919,0.465501,c1
1.265727,0.268991,c1
0.26186,-0.110853,c1
0.314656,0.279776,c1
0.151808,0.863281,c1
0.123321,0.060112,c1
1.566314,1.356255,c1
0.776136,0.452505,c0
-0.049601,0.120612,c0
0.439578,-0.114255,c1
0.163693,0.400453,c0
-0.172781,0.134226,c0
0.731002,0.019544,c1
0.266093,-0.156214,c0
-0.61232,0.818684,c1
-0.071071,0.601304,c1
0.258502,1.728087,c1
-0.143262,1.845184,c1
0.920856,0.482786,c0
0.085547,0.095099,c1
0.97743,0.618142,c0
1.083528,-0.382596,c1
0.099428,0.173284,c0
1.000814,0.124676,c1
0.896775,0.409518,c0
1.016846,1.545451,c1
-0.167588,0.591993,c0
0.408773,0.180433,c1
-0.324266,0.499711,c0
0.216464,0.479692,c1
-0.003231,0.002075,c0
0.733703,0.693624,c1
-0.116135,-1.090054,c1
